"Size | Gaussian | Gaussian with choice from column | Gaussian with full choice | Gaussian with choice from row";;;
"Hilbert matrix";;;
"15 0.00000000000039790393 ";"15 0.00000000000039790393 ";"15 0.00000000000039790393 ";"15 0.00000000000039790393"
"16 0.00000000000022737368 ";"16 0.00000000000022737368 ";"16 0.00000000000022737368 ";"16 0.00000000000022737368"
"17 0.00000000000022737368 ";"17 0.00000000000022737368 ";"17 0.00000000000022737368 ";"17 0.00000000000022737368"
"18 0.00000000000022737368 ";"18 0.00000000000022737368 ";"18 0.00000000000022737368 ";"18 0.00000000000022737368"
"19 0.00000000000022737368 ";"19 0.00000000000022737368 ";"19 0.00000000000022737368 ";"19 0.00000000000022737368"
"20 0.00000000000011368684 ";"20 0.00000000000011368684 ";"20 0.00000000000011368684 ";"20 0.00000000000011368684"
"21 0.00000000000011368684 ";"21 0.00000000000011368684 ";"21 0.00000000000011368684 ";"21 0.00000000000011368684"
"22 0.00000000000022737368 ";"22 0.00000000000022737368 ";"22 0.00000000000022737368 ";"22 0.00000000000022737368"
"23 0.00000000000022737368 ";"23 0.00000000000022737368 ";"23 0.00000000000022737368 ";"23 0.00000000000022737368"
"24 0.00000000000034106051 ";"24 0.00000000000034106051 ";"24 0.00000000000034106051 ";"24 0.00000000000034106051"
"25 0.00000000000028421709 ";"25 0.00000000000028421709 ";"25 0.00000000000028421709 ";"25 0.00000000000028421709"
"26 0.00000000000028421709 ";"26 0.00000000000028421709 ";"26 0.00000000000028421709 ";"26 0.00000000000028421709"
"27 0.00000000000022737368 ";"27 0.00000000000022737368 ";"27 0.00000000000022737368 ";"27 0.00000000000022737368"
"28 0.00000000000022737368 ";"28 0.00000000000022737368 ";"28 0.00000000000022737368 ";"28 0.00000000000022737368"
"29 0.00000000000039790393 ";"29 0.00000000000039790393 ";"29 0.00000000000039790393 ";"29 0.00000000000039790393"
"30 0.00000000000028421709 ";"30 0.00000000000028421709 ";"30 0.00000000000028421709 ";"30 0.00000000000028421709"
"31 0.00000000000028421709 ";"31 0.00000000000028421709 ";"31 0.00000000000028421709 ";"31 0.00000000000028421709"
"32 0.00000000000045474735 ";"32 0.00000000000045474735 ";"32 0.00000000000045474735 ";"32 0.00000000000045474735"
"33 0.00000000000068212103 ";"33 0.00000000000068212103 ";"33 0.00000000000068212103 ";"33 0.00000000000068212103"
"34 0.00000000000028421709 ";"34 0.00000000000028421709 ";"34 0.00000000000028421709 ";"34 0.00000000000028421709"
"35 0.00000000000034106051 ";"35 0.00000000000034106051 ";"35 0.00000000000034106051 ";"35 0.00000000000034106051"
"36 0.00000000000039790393 ";"36 0.00000000000039790393 ";"36 0.00000000000039790393 ";"36 0.00000000000039790393"
"37 0.00000000000045474735 ";"37 0.00000000000045474735 ";"37 0.00000000000045474735 ";"37 0.00000000000045474735"
"38 0.00000000000045474735 ";"38 0.00000000000045474735 ";"38 0.00000000000045474735 ";"38 0.00000000000045474735"
"39 0.00000000000045474735 ";"39 0.00000000000045474735 ";"39 0.00000000000045474735 ";"39 0.00000000000045474735"
"40 0.00000000000051159077 ";"40 0.00000000000051159077 ";"40 0.00000000000051159077 ";"40 0.00000000000051159077"
"41 0.00000000000028421709 ";"41 0.00000000000028421709 ";"41 0.00000000000028421709 ";"41 0.00000000000028421709"
"42 0.00000000000028421709 ";"42 0.00000000000028421709 ";"42 0.00000000000028421709 ";"42 0.00000000000028421709"
"43 0.00000000000039790393 ";"43 0.00000000000039790393 ";"43 0.00000000000039790393 ";"43 0.00000000000039790393"
"44 0.00000000000034106051 ";"44 0.00000000000034106051 ";"44 0.00000000000034106051 ";"44 0.00000000000034106051"
"45 0.00000000000068212103 ";"45 0.00000000000068212103 ";"45 0.00000000000068212103 ";"45 0.00000000000068212103"
"46 0.00000000000062527761 ";"46 0.00000000000062527761 ";"46 0.00000000000062527761 ";"46 0.00000000000062527761"
"47 0.00000000000051159077 ";"47 0.00000000000051159077 ";"47 0.00000000000051159077 ";"47 0.00000000000051159077"
"48 0.00000000000022737368 ";"48 0.00000000000022737368 ";"48 0.00000000000022737368 ";"48 0.00000000000022737368"
"49 0.00000000000051159077 ";"49 0.00000000000051159077 ";"49 0.00000000000051159077 ";"49 0.00000000000051159077"
"50 0.00000000000039790393 ";"50 0.00000000000039790393 ";"50 0.00000000000039790393 ";"50 0.00000000000039790393"
"51 0.00000000000039790393 ";"51 0.00000000000039790393 ";"51 0.00000000000039790393 ";"51 0.00000000000039790393"
"52 0.00000000000051159077 ";"52 0.00000000000051159077 ";"52 0.00000000000051159077 ";"52 0.00000000000051159077"
"53 0.00000000000039790393 ";"53 0.00000000000039790393 ";"53 0.00000000000039790393 ";"53 0.00000000000039790393"
"54 0.00000000000042632564 ";"54 0.00000000000042632564 ";"54 0.00000000000042632564 ";"54 0.00000000000042632564"
"55 0.00000000000045474735 ";"55 0.00000000000045474735 ";"55 0.00000000000045474735 ";"55 0.00000000000045474735"
"56 0.00000000000056843419 ";"56 0.00000000000056843419 ";"56 0.00000000000056843419 ";"56 0.00000000000056843419"
"57 0.00000000000051159077 ";"57 0.00000000000051159077 ";"57 0.00000000000051159077 ";"57 0.00000000000051159077"
"58 0.00000000000035527137 ";"58 0.00000000000035527137 ";"58 0.00000000000035527137 ";"58 0.00000000000035527137"
"59 0.00000000000051159077 ";"59 0.00000000000051159077 ";"59 0.00000000000051159077 ";"59 0.00000000000051159077"
"60 0.00000000000045474735 ";"60 0.00000000000045474735 ";"60 0.00000000000045474735 ";"60 0.00000000000045474735"
"61 0.00000000000039790393 ";"61 0.00000000000039790393 ";"61 0.00000000000039790393 ";"61 0.00000000000039790393"
"62 0.00000000000062527761 ";"62 0.00000000000062527761 ";"62 0.00000000000062527761 ";"62 0.00000000000062527761"
"63 0.00000000000051159077 ";"63 0.00000000000051159077 ";"63 0.00000000000051159077 ";"63 0.00000000000051159077"
"64 0.00000000000051159077 ";"64 0.00000000000051159077 ";"64 0.00000000000051159077 ";"64 0.00000000000051159077"
"65 0.00000000000045474735 ";"65 0.00000000000045474735 ";"65 0.00000000000045474735 ";"65 0.00000000000045474735"
"66 0.00000000000051159077 ";"66 0.00000000000051159077 ";"66 0.00000000000051159077 ";"66 0.00000000000051159077"
"67 0.00000000000034106051 ";"67 0.00000000000034106051 ";"67 0.00000000000034106051 ";"67 0.00000000000034106051"
"68 0.00000000000056843419 ";"68 0.00000000000056843419 ";"68 0.00000000000056843419 ";"68 0.00000000000056843419"
"69 0.00000000000056843419 ";"69 0.00000000000056843419 ";"69 0.00000000000056843419 ";"69 0.00000000000056843419"
"70 0.00000000000068212103 ";"70 0.00000000000068212103 ";"70 0.00000000000068212103 ";"70 0.00000000000068212103"
"71 0.00000000000085265128 ";"71 0.00000000000085265128 ";"71 0.00000000000085265128 ";"71 0.00000000000085265128"
"72 0.00000000000051159077 ";"72 0.00000000000051159077 ";"72 0.00000000000051159077 ";"72 0.00000000000051159077"
"73 0.00000000000039790393 ";"73 0.00000000000039790393 ";"73 0.00000000000039790393 ";"73 0.00000000000039790393"
"74 0.00000000000085265128 ";"74 0.00000000000085265128 ";"74 0.00000000000085265128 ";"74 0.00000000000085265128"
"75 0.00000000000045474735 ";"75 0.00000000000045474735 ";"75 0.00000000000045474735 ";"75 0.00000000000045474735"
"76 0.00000000000045474735 ";"76 0.00000000000045474735 ";"76 0.00000000000045474735 ";"76 0.00000000000045474735"
"77 0.00000000000051159077 ";"77 0.00000000000051159077 ";"77 0.00000000000051159077 ";"77 0.00000000000051159077"
"78 0.00000000000085265128 ";"78 0.00000000000085265128 ";"78 0.00000000000085265128 ";"78 0.00000000000085265128"
"79 0.00000000000051159077 ";"79 0.00000000000051159077 ";"79 0.00000000000051159077 ";"79 0.00000000000051159077"
"80 0.00000000000068212103 ";"80 0.00000000000068212103 ";"80 0.00000000000068212103 ";"80 0.00000000000068212103"
"81 0.00000000000045474735 ";"81 0.00000000000045474735 ";"81 0.00000000000045474735 ";"81 0.00000000000045474735"
"82 0.00000000000073896445 ";"82 0.00000000000073896445 ";"82 0.00000000000073896445 ";"82 0.00000000000073896445"
"83 0.00000000000073896445 ";"83 0.00000000000073896445 ";"83 0.00000000000073896445 ";"83 0.00000000000073896445"
"84 0.00000000000079580786 ";"84 0.00000000000079580786 ";"84 0.00000000000079580786 ";"84 0.00000000000079580786"
"85 0.00000000000073896445 ";"85 0.00000000000073896445 ";"85 0.00000000000073896445 ";"85 0.00000000000073896445"
"86 0.00000000000068212103 ";"86 0.00000000000068212103 ";"86 0.00000000000068212103 ";"86 0.00000000000068212103"
"87 0.00000000000059685590 ";"87 0.00000000000059685590 ";"87 0.00000000000059685590 ";"87 0.00000000000059685590"
"88 0.00000000000079580786 ";"88 0.00000000000079580786 ";"88 0.00000000000079580786 ";"88 0.00000000000079580786"
"89 0.00000000000073896445 ";"89 0.00000000000073896445 ";"89 0.00000000000073896445 ";"89 0.00000000000073896445"
"90 0.00000000000073896445 ";"90 0.00000000000073896445 ";"90 0.00000000000073896445 ";"90 0.00000000000073896445"
"91 0.00000000000062527761 ";"91 0.00000000000062527761 ";"91 0.00000000000062527761 ";"91 0.00000000000062527761"
"92 0.00000000000068212103 ";"92 0.00000000000068212103 ";"92 0.00000000000068212103 ";"92 0.00000000000068212103"
"93 0.00000000000056843419 ";"93 0.00000000000056843419 ";"93 0.00000000000056843419 ";"93 0.00000000000056843419"
"94 0.00000000000056843419 ";"94 0.00000000000056843419 ";"94 0.00000000000056843419 ";"94 0.00000000000056843419"
"95 0.00000000000056843419 ";"95 0.00000000000056843419 ";"95 0.00000000000056843419 ";"95 0.00000000000056843419"
"96 0.00000000000068212103 ";"96 0.00000000000068212103 ";"96 0.00000000000068212103 ";"96 0.00000000000068212103"
"97 0.00000000000056843419 ";"97 0.00000000000056843419 ";"97 0.00000000000056843419 ";"97 0.00000000000056843419"
"98 0.00000000000056843419 ";"98 0.00000000000056843419 ";"98 0.00000000000056843419 ";"98 0.00000000000056843419"
"99 0.00000000000062527761 ";"99 0.00000000000062527761 ";"99 0.00000000000062527761 ";"99 0.00000000000062527761"
"100 0.00000000000096633812 ";"100 0.00000000000096633812 ";"100 0.00000000000096633812 ";"100 0.00000000000096633812"
"Random matrix";;;
"3 0.00000000000181898940 ";"3 0.00000000000000000000 ";"3 0.00000000000090949470 ";"3 0.00000000000000177636"
"4 0.00000000000017053026 ";"4 0.00000000000011368684 ";"4 0.00000000000011368684 ";"4 0.00000000000017053026"
"5 0.00000000000204636308 ";"5 0.00000000000022737368 ";"5 0.00000000000045474735 ";"5 0.00000000005695710570"
"6 0.00000000009038103599 ";"6 0.00000000000193267624 ";"6 0.00000000000216004992 ";"6 0.00000000013608314475"
"7 0.00000000011061729310 ";"7 0.00000000000034106051 ";"7 0.00000000000017053026 ";"7 0.00000000000036948222"
"8 0.00000000005590550245 ";"8 0.00000000000017053026 ";"8 0.00000000000017053026 ";"8 0.00000000000500222086"
"9 0.00000000004956746125 ";"9 0.00000000000039790393 ";"9 0.00000000000022737368 ";"9 0.00000000000767386155"
"10 0.00000000013222489770 ";"10 0.00000000000008526513 ";"10 0.00000000000005684342 ";"10 0.00000000000179767312"
"11 0.00000000015580781110 ";"11 0.00000000020889956431 ";"11 0.00000000017524826035 ";"11 0.00000000004519051799"
"12 0.00000000007446487871 ";"12 0.00000000000051159077 ";"12 0.00000000000014210855 ";"12 0.00000000002103206498"
"13 0.00000000042422243496 ";"13 0.00000000000153477231 ";"13 0.00000000000193267624 ";"13 0.00000000000255795385"
"14 0.00000000144808609548 ";"14 0.00000000000534328137 ";"14 0.00000000000193267624 ";"14 0.00000000001199396138"
"15 0.00000000235991137743 ";"15 0.00000000000295585778 ";"15 0.00000000000306954462 ";"15 0.00000000060862248574"
"16 0.00000000232188313021 ";"16 0.00000000000056843419 ";"16 0.00000000000090949470 ";"16 0.00000000006639311323"
"17 0.00000000014347278920 ";"17 0.00000000000375166564 ";"17 0.00000000000159161573 ";"17 0.00000000000329691829"
"18 0.00000000028461499824 ";"18 0.00000000000051159077 ";"18 0.00000000000022737368 ";"18 0.00000000008998313206"
"19 0.00000000031900526665 ";"19 0.00000000000090949470 ";"19 0.00000000000039790393 ";"19 0.00000000008890310710"
"20 0.00000000001982058961 ";"20 0.00000000000058264504 ";"20 0.00000000000034106051 ";"20 0.00000000000051159077"
"21 0.00000000040625991460 ";"21 0.00000000000574118530 ";"21 0.00000000000852651283 ";"21 0.00000000022089352569"
"22 0.00000001263128979190 ";"22 0.00000000000352429197 ";"22 0.00000000000198951966 ";"22 0.00000000028768454285"
"23 0.00000000035231551010 ";"23 0.00000000000453503901 ";"23 0.00000000000342714745 ";"23 0.00000000032979663445"
"24 0.00000000000500222086 ";"24 0.00000000000142108547 ";"24 0.00000000000096633812 ";"24 0.00000000020082779884"
"25 0.00000000348040885001 ";"25 0.00000000000090949470 ";"25 0.00000000000034106051 ";"25 0.00000000017490719983"
"26 0.00000000008651568351 ";"26 0.00000000000079580786 ";"26 0.00000000000099475983 ";"26 0.00000000004291678124"
"27 0.00000004305923084758 ";"27 0.00000000003501554602 ";"27 0.00000000003262812243 ";"27 0.00000000206358663490"
"28 0.00000002307160684722 ";"28 0.00000000000517275112 ";"28 0.00000000000432009983 ";"28 0.00000000050266635299"
"29 0.00000001546754901938 ";"29 0.00000000000704858394 ";"29 0.00000000000918021215 ";"29 0.00000000158416924023"
"30 0.00000000063194249833 ";"30 0.00000000000210320650 ";"30 0.00000000000403588274 ";"30 0.00000000008424194675"
"31 0.00000000094965457720 ";"31 0.00000000000136424205 ";"31 0.00000000000153477231 ";"31 0.00000000010908252079"
"32 0.00000001745013378240 ";"32 0.00000000001773514668 ";"32 0.00000000002489741746 ";"32 0.00000000162555124916"
"33 0.00000007401283141917 ";"33 0.00000000000144950718 ";"33 0.00000000000136424205 ";"33 0.00000000000204636308"
